occurrenceID,type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,sex,lifeStage,organismID,organismName,samplingProtocol,samplingEffort,eventDate,minimumElevationInMeters,minimumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferenceSources,georeferenceVerificationStatus,scientificName,kingdom,taxonRank,vernacularName
801:20130518200639,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T20:06:39Z,0,-7,51.2878108,2.9139667,WGS84,16,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518201803,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":684}",2013-05-18T20:18:03Z,0,-4,51.2838029,2.9050294,WGS84,35,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518202817,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":614}",2013-05-18T20:28:17Z,0,27,51.2335206,2.9301348,WGS84,32,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518203833,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":616}",2013-05-18T20:38:33Z,0,17,51.2335018,2.9301138,WGS84,8,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518204829,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":596}",2013-05-18T20:48:29Z,0,13,51.2334447,2.9301423,WGS84,11,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518205818,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":589}",2013-05-18T20:58:18Z,0,20,51.2335884,2.9300476,WGS84,14,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518210810,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T21:08:10Z,0,17,51.2335899,2.9300658,WGS84,13,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518211802,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T21:18:02Z,0,7,51.2334562,2.9300167,WGS84,15,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518212755,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":593}",2013-05-18T21:27:55Z,0,27,51.2336298,2.9299785,WGS84,21,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518213758,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":603}",2013-05-18T21:37:58Z,0,13,51.2335352,2.9301095,WGS84,19,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518214805,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":607}",2013-05-18T21:48:05Z,0,18,51.2335402,2.9300498,WGS84,10,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518215803,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":598}",2013-05-18T21:58:03Z,0,21,51.2335459,2.9300415,WGS84,9,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518220754,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":591}",2013-05-18T22:07:54Z,0,19,51.2335454,2.9300463,WGS84,8,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518221746,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T22:17:46Z,0,17,51.2335539,2.9301123,WGS84,14,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518222738,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T22:27:38Z,0,15,51.2335361,2.9300605,WGS84,13,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518223730,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T22:37:30Z,0,13,51.2335496,2.9301028,WGS84,13,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518224722,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T22:47:22Z,0,14,51.2335297,2.9300972,WGS84,10,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518225714,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":592}",2013-05-18T22:57:14Z,0,13,51.2335277,2.9300818,WGS84,9,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130518235738,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":3624}",2013-05-18T23:57:38Z,0,14,51.2335282,2.93007,WGS84,8,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130519005733,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":3595}",2013-05-19T00:57:33Z,0,28,51.2333914,2.9301883,WGS84,16,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
801:20130519015744,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/02omly,INBO,Bird tracking - GPS tracking of Lesser Black-backed Gulls and Herring Gulls breeding at the southern North Sea coast,INBO/VLIZ/UGent/UA,MachineObservation,see metadata,"{""device_info_serial"":801, ""catch_location"":""Vismijn, Oostende"", ""tracking_started_at"":""2013-05-17""}",male,adult,H903185,Jurgen,https://doi.org/10.1007/s10336-012-0908-1,"{""seconds_since_last_occurrence"":3611}",2013-05-19T01:57:44Z,0,-80,51.2337487,2.9290074,WGS84,44,GPS,unverified,Larus argentatus,Animalia,species,Herring Gull
